title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
Ubiquitous Computing: Distributing Mobile Computing to Build a Global Network of Things;Johannes Lambrechts,    Saurabh Sinha;2016;https://link.springer.com/chapter/10.1007/978-3-319-28358-6_7;https://link.springer.com/content/pdf/10.1007%2F978-3-319-28358-6_7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;2;https://doi.org/10.1007/978-3-319-28358-6_7;y;;
Mobile Agent Coordination for Distributed Network Management;Giacomo Cabri,    Letizia Leonardi…;2001;https://link.springer.com/article/10.1023/A%3A1012932424338;https://link.springer.com/content/pdf/10.1023%2FA%3A1012932424338.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;4;https://doi.org/10.1023/A:1012932424338;y;;
Challenges for nomadic computing: Mobility management and wireless communications;Thomas F. La Porta,    Krishan K. Sabnani…;1996;https://link.springer.com/article/10.1007/BF01342727;https://link.springer.com/content/pdf/10.1007%2FBF01342727.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;12;https://doi.org/10.1007/BF01342727;y;;
"
ubiSOAP: A Service Oriented Middleware for Seamless Networking";Mauro Caporuscio,    Pierre-Guillaume Raverdy…;2008;https://link.springer.com/chapter/10.1007/978-3-540-89652-4_17;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;5;https://doi.org/10.1007/978-3-540-89652-4_17;y;;
Mobile Agents;Ichiro Satoh;2006;https://link.springer.com/chapter/10.1007/0-387-27972-5_11;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;43;26;https://doi.org/10.1007/0-387-27972-5_11;y;;
Checking the Integrity Constraints of Mobile Databases with Three-Level Model;Hamidah Ibrahim,    Zarina Dzolkhifli…;2008;https://link.springer.com/chapter/10.1007/978-3-540-70504-8_18;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;No cite count available;https://doi.org/10.1007/978-3-540-70504-8_18;y;;y
Transaction-Centric Reconciliation in Disconnected Client–Server Databases;Shirish Hemant Phatak,    Badri Nath;2004;https://link.springer.com/article/10.1023/B%3AMONE.0000034700.03069.48;https://link.springer.com/content/pdf/10.1023%2FB%3AMONE.0000034700.03069.48.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;1;https://doi.org/10.1023/B:MONE.0000034700.03069.48;y;;y
On clustering in database servers for supporting mobile clients;B.R. Badrinath,    Shirish H. Phatak;1998;https://link.springer.com/article/10.1023/A%3A1019081315033;https://link.springer.com/content/pdf/10.1023%2FA%3A1019081315033.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;2;https://doi.org/10.1023/A:1019081315033;y;;
Movement-based checkpointing and logging for failure recovery of database applications in mobile environments;Sapna E. George,    Ing-Ray Chen;2008;https://link.springer.com/article/10.1007/s10619-008-7026-3;https://link.springer.com/content/pdf/10.1007%2Fs10619-008-7026-3.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;2;https://doi.org/10.1007/s10619-008-7026-3;y;;y
Quality of Service in Mobile and Wireless Networks: The Need for Proactive and Adaptive Applications;Marc Bechler,    Hartmut Ritter,    Jochen H. Schiller;2001;https://link.springer.com/article/10.1023/A%3A1016755906275;https://link.springer.com/content/pdf/10.1023%2FA%3A1016755906275.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;3;https://doi.org/10.1023/A:1016755906275;y;;
Data Replication in Cooperative Mobile Ad-Hoc Networks;Dan Hirsch,    Sanjay Madria;2013;https://link.springer.com/article/10.1007/s11036-012-0393-z;https://link.springer.com/content/pdf/10.1007%2Fs11036-012-0393-z.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;4;https://doi.org/10.1007/s11036-012-0393-z;y;;
An Active Database Framework for Adaptive Mobile Data Access;Shiow-yang Wu,    Chun-Shun Chang;1999;https://link.springer.com/chapter/10.1007/978-3-540-49121-7_29;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/978-3-540-49121-7_29;y;;
Roam: A Scalable Replication System for Mobility;David Ratner,    Peter Reiher,    Gerald J. Popek;2004;https://link.springer.com/article/10.1023/B%3AMONE.0000034707.26695.e8;https://link.springer.com/content/pdf/10.1023%2FB%3AMONE.0000034707.26695.e8.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;15;https://doi.org/10.1023/B:MONE.0000034707.26695.e8;y;;
Object-Oriented Coordination in Mobile Ad Hoc Networks;Tom Van Cutsem,    Jessie Dedecker,    Wolfgang De Meuter;2007;https://link.springer.com/chapter/10.1007/978-3-540-72794-1_13;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;13;https://doi.org/10.1007/978-3-540-72794-1_13;y;;
An Efficient Multicast Routing Protocol in Wireless Mobile Networks;Young-Joo Suh,    Hee-Sook Shin,    Dong-Hee Kwon;2001;https://link.springer.com/article/10.1023/A%3A1016780525280;https://link.springer.com/content/pdf/10.1023%2FA%3A1016780525280.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;266;https://doi.org/10.1023/A:1016780525280;y;;
Semantic Data Caching Strategies for Location Dependent Data in Mobile Environments;N. Ilayaraja,    F. Mary Magdalene Jane…;2011;https://link.springer.com/chapter/10.1007/978-3-642-22027-2_14;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;1;https://doi.org/10.1007/978-3-642-22027-2_14;y;;
Intelligent Middle-Ware Architecture for Mobile Networks;Rayene Ben Rayana,    Jean-Marie Bonnin;2009;https://link.springer.com/chapter/10.1007/978-3-642-01802-2_4;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-3-642-01802-2_4;y;;
Zippering: Managing intermittent connectivity in DIANA;Arthur M. Keller,    Owen Densmore,    Wei Huang…;1997;https://link.springer.com/article/10.1023/A%3A1013661523328;https://link.springer.com/content/pdf/10.1023%2FA%3A1013661523328.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;36;https://doi.org/10.1023/A:1013661523328;y;;
Trends of Spatial Database Systems;Albert K. W. Yeung,    G. Brent Hall;2007;https://link.springer.com/chapter/10.1007/1-4020-5392-4_12;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;No cite count available;https://doi.org/10.1007/1-4020-5392-4_12;y;;
MARE: A Fault-Tolerant Mobile Agent System;Kyeongmo Park,    Arun Sood;2004;https://link.springer.com/chapter/10.1007/978-3-540-25978-7_104;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-540-25978-7_104;y;;
Fault-Tolerant Support for Reliable Multicast in Mobile Wireless Systems: Design and Evaluation;Giuseppe Anastasi,    Alberto Bartoli,    Flaminia L. Luccio;2004;https://link.springer.com/article/10.1023/B%3AWINE.0000023860.73046.94;https://link.springer.com/content/pdf/10.1023%2FB%3AWINE.0000023860.73046.94.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;3;https://doi.org/10.1023/B:WINE.0000023860.73046.94;y;;
Using Lime to Support Replication for Availability in Mobile Ad Hoc Networks;Amy L. Murphy,    Gian Pietro Picco;2006;https://link.springer.com/chapter/10.1007/11767954_13;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;6;https://doi.org/10.1007/11767954_13;y;;
A Fault Tolerance Approach for Mobile Agents;Munshi Navid Anjum,    Chandreyee Chowdhury…;2014;https://link.springer.com/chapter/10.1007/978-3-319-07350-7_4;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/978-3-319-07350-7_4;y;;
Fault-Tolerant and Scalable Protocols for Replicated Services in Mobile Agent Systems;JinHo Ahn,    Sung-Gi Min;2005;https://link.springer.com/chapter/10.1007/11428862_93;https://link.springer.com/content/pdf/10.1007%2F11428862_93.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/11428862_93;y;;
Cloud Computing, Virtualisation, Storage and Networking;Andriy Luntovskyy,    Josef Spillner;2017;https://link.springer.com/chapter/10.1007/978-3-658-14842-3_4;https://link.springer.com/content/pdf/10.1007%2F978-3-658-14842-3_4.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-658-14842-3_4;y;;
Mobility in Wireless Networks;Christian Schindelhauer;2006;https://link.springer.com/chapter/10.1007/11611257_9;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;9;https://doi.org/10.1007/11611257_9;y;;
Challenges in Ubiquitous Data Management;Michael J. Franklin;2001;https://link.springer.com/chapter/10.1007/3-540-44577-3_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;8;https://doi.org/10.1007/3-540-44577-3_2;y;;
Optimistic Replication and Resolution;Marc Shapiro;2018;https://link.springer.com/referenceworkentry/10.1007/978-1-4614-8265-9_258;https://link.springer.com/content/pdf/10.1007%2F978-1-4614-8265-9_258.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;141;No cite count available;https://doi.org/10.1007/978-1-4614-8265-9;y;;
Building mobile multimedia services: a hybrid cloud computing approach;Dejan Kovachev,    Yiwei Cao,    Ralf Klamma;2014;https://link.springer.com/article/10.1007/s11042-012-1100-6;https://link.springer.com/content/pdf/10.1007%2Fs11042-012-1100-6.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;10;15;https://doi.org/10.1007/s11042-012-1100-6;y;;
A new model for context-aware transactions in mobile services;Muhammad Younas,    Soraya Kouadri Mostéfaoui;2011;https://link.springer.com/article/10.1007/s00779-011-0369-1;https://link.springer.com/content/pdf/10.1007%2Fs00779-011-0369-1.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;12;8;https://doi.org/10.1007/s00779-011-0369-1;y;;y
A pre‐serialization transaction management technique for mobile multidatabases;Ravi A. Dirckze,    Le Gruenwald;2000;https://link.springer.com/article/10.1023/A%3A1019133317760;https://link.springer.com/content/pdf/10.1023%2FA%3A1019133317760.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;15;88;https://doi.org/10.1023/A:1019133317760;y;;y
Transaction Processing;Karen Morton,    Kerry Osborne,    Robyn Sands,    Riyaj Shamsudeen,    Jared Still;2013;https://link.springer.com/chapter/10.1007/978-1-4302-6221-3_14;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-1-4302-6221-3_14;y;;
Managing concurrent execution of transactions in mobile ad-hoc network database systems: an energy-efficient approach;Zhaowen Xing,    Le Gruenwald;2013;https://link.springer.com/article/10.1007/s10619-012-7114-2;https://link.springer.com/content/pdf/10.1007%2Fs10619-012-7114-2.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;3;https://doi.org/10.1007/s10619-012-7114-2;y;;y
A survey on the history of transaction management: from flat to grid transactions;Ting Wang,    Jochem Vonk,    Benedikt Kratz,    Paul Grefen;2008;https://link.springer.com/article/10.1007/s10619-008-7028-1;https://link.springer.com/content/pdf/10.1007%2Fs10619-008-7028-1.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;14;62;https://doi.org/10.1007/s10619-008-7028-1;y;;y
Data and Transaction Management in a Mobile Environment;Sanjay Madria,    Bharat Bhargava,    Mukesh Mohania,    Sourav Bhowmick;2002;https://link.springer.com/chapter/10.1007/0-306-47602-9_8;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;18;No cite count available;https://doi.org/10.1007/0-306-47602-9_8;y;;y
MiCATS: Middleware for Context-Aware Transactional Services;Widad Ettazi,    Hatim Hafiddi,    Mahmoud Nassar…;2015;https://link.springer.com/chapter/10.1007/978-3-319-29133-8_24;https://link.springer.com/content/pdf/10.1007%2F978-3-319-29133-8_24.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;19;4;https://doi.org/10.1007/978-3-319-29133-8_24;y;;
A mobile transaction model that captures both the data and movement behavior;Margaret H. Dunham,    Abdelsalam Helal…;1997;https://link.springer.com/article/10.1023/A%3A1013672431080;https://link.springer.com/content/pdf/10.1023%2FA%3A1013672431080.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;19;298;https://doi.org/10.1023/A:1013672431080;y;;y
An Energy-Efficient Concurrency Control Algorithm for Mobile Ad-Hoc Network Databases;Zhaowen Xing,    Le Gruenwald;2011;https://link.springer.com/chapter/10.1007/978-3-642-23088-2_37;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;2;https://doi.org/10.1007/978-3-642-23088-2_37;y;;y
HiCoMo: High Commit Mobile Transactions;Minsoo Lee,    Sumi Helal;2002;https://link.springer.com/article/10.1023/A%3A1013381624108;https://link.springer.com/content/pdf/10.1023%2FA%3A1013381624108.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;10;52;https://doi.org/10.1023/A:1013381624108;y;;y
Blocking reduction for distributed transaction processing within MANETs;Sebastian Obermeier,    Stefan Böttcher,    Martin Hett…;2009;https://link.springer.com/article/10.1007/s10619-009-7033-z;https://link.springer.com/content/pdf/10.1007%2Fs10619-009-7033-z.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;16;1;https://doi.org/10.1007/s10619-009-7033-z;y;;
PRO-MOTION: Support for mobile database access;Gary D. Walborn,    Panos K. Chrysanthis;1997;https://link.springer.com/article/10.1007/BF01299651;https://link.springer.com/content/pdf/10.1007%2FBF01299651.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;4;https://doi.org/10.1007/BF01299651;y;;
Processing Read-Only Transactions in Hybrid Data Delivery Environments with Consistency and Currency Guarantees;André Seifert,    Marc H. Scholl;2003;https://link.springer.com/article/10.1023/A%3A1024519310975;https://link.springer.com/content/pdf/10.1023%2FA%3A1024519310975.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1023/A:1024519310975;y;;
Delay-Aware Mobile Transactions;Brahim Ayari,    Abdelmajid Khelil,    Neeraj Suri;2008;https://link.springer.com/chapter/10.1007/978-3-540-87785-1_25;https://link.springer.com/content/pdf/10.1007%2F978-3-540-87785-1_25.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;13;3;https://doi.org/10.1007/978-3-540-87785-1_25;y;;y
Context-adaptive and energy-efficient mobile transaction management in pervasive environments;Feilong Tang,    Minglu Li;2012;https://link.springer.com/article/10.1007/s11227-009-0277-6;https://link.springer.com/content/pdf/10.1007%2Fs11227-009-0277-6.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/s11227-009-0277-6;y;;y
On the correctness of a transaction model for mobile computin;Sanjay Kumar Madria,    Bharat Bhargava;1998;https://link.springer.com/chapter/10.1007/BFb0054515;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;17;No cite count available;https://doi.org/10.1007/BFb0054515;y;;
Exo-Leasing: Escrow Synchronization for Mobile Clients of Commodity Storage Servers;Liuba Shrira,    Hong Tian,    Doug Terry;2008;https://link.springer.com/chapter/10.1007/978-3-540-89856-6_3;https://link.springer.com/content/pdf/10.1007%2F978-3-540-89856-6_3.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_SpringerLink.csv;SpringerLink;11;4;https://doi.org/10.1007/978-3-540-89856-6_3;y;;
